state,district,year,month,rain
Maharashtra,Nagpur,2015,November,53.2
Maharashtra,Nagpur,2015,December,3.3
Maharashtra,Nagpur,2016,January,17
Maharashtra,Nagpur,2016,February,18.8
Maharashtra,Nagpur,2016,March,18.9
Maharashtra,Nagpur,2016,April,0
Maharashtra,Nagpur,2016,May,2
Maharashtra,Nagpur,2016,June,141.2
Maharashtra,Nagpur,2016,July,383.1
Maharashtra,Nagpur,2016,August,396.7
Maharashtra,Nagpur,2016,September,228
Maharashtra,Nagpur,2016,October,24.5
Maharashtra,Nagpur,2016,November,58.8
Maharashtra,Nagpur,2016,December,0.4
Maharashtra,Thane,2020,January,0
Maharashtra,Thane,2020,February,0
Maharashtra,Thane,2020,March,0
Maharashtra,Thane,2020,April,0
Maharashtra,Thane,2020,May,8
Maharashtra,Thane,2020,June,425.7
Maharashtra,Thane,2020,July,814
Maharashtra,Thane,2020,August,1452.6
Maharashtra,Thane,2020,September,194.7
Maharashtra,Thane,2020,October,34.8
Maharashtra,Thane,2020,November,0
Maharashtra,Thane,2020,December,0
Maharashtra,Thane,2019,January,0
Maharashtra,Thane,2019,February,0
Maharashtra,Thane,2019,March,0
Maharashtra,Thane,2019,April,0
Maharashtra,Thane,2019,May,0
Maharashtra,Thane,2019,June,706.5
Maharashtra,Thane,2019,July,1237
Maharashtra,Thane,2019,August,726.3
Maharashtra,Thane,2019,September,876.2
Maharashtra,Thane,2019,October,17.1
Maharashtra,Thane,2019,November,0
Maharashtra,Thane,2019,December,0
Maharashtra,Thane,2018,January,0
Maharashtra,Thane,2018,February,0
Maharashtra,Thane,2018,March,0.3
Maharashtra,Thane,2018,April,0
Maharashtra,Thane,2018,May,32.8
Maharashtra,Thane,2018,June,489.7
Maharashtra,Thane,2018,July,1153.7
Maharashtra,Thane,2018,August,1073.1
Maharashtra,Thane,2018,September,284
Maharashtra,Thane,2018,October,105.7
Maharashtra,Thane,2018,November,0
Maharashtra,Thane,2018,December,0
Maharashtra,Thane,2017,January,0
Maharashtra,Thane,2017,February,0
Maharashtra,Thane,2017,March,0
Maharashtra,Thane,2017,April,0
Maharashtra,Thane,2017,May,0
Maharashtra,Thane,2017,June,512.5
Maharashtra,Thane,2017,July,723.7
Maharashtra,Thane,2017,August,957.4
Maharashtra,Thane,2017,September,401
Maharashtra,Thane,2017,October,0
Maharashtra,Thane,2017,November,0.1
Maharashtra,Thane,2017,December,0
Maharashtra,Thane,2014,January,0
Maharashtra,Thane,2014,February,0
Maharashtra,Thane,2014,March,0
Maharashtra,Thane,2014,April,0
Maharashtra,Thane,2014,May,0
Maharashtra,Thane,2014,June,528
Maharashtra,Thane,2014,July,925.1
Maharashtra,Thane,2014,August,846.5
Maharashtra,Thane,2014,September,443.9
Maharashtra,Thane,2014,October,37.7
Maharashtra,Thane,2014,November,0.1
Maharashtra,Thane,2014,December,0.1
Maharashtra,Thane,2015,January,0
Maharashtra,Thane,2015,February,0
Maharashtra,Thane,2015,March,0
Maharashtra,Thane,2015,April,0
Maharashtra,Thane,2015,May,0
Maharashtra,Thane,2015,June,131.1
Maharashtra,Thane,2015,July,1290.5
Maharashtra,Thane,2015,August,176.2
Maharashtra,Thane,2015,September,203.2
Maharashtra,Thane,2015,October,189.2
Maharashtra,Thane,2015,November,62.9
Maharashtra,Thane,2015,December,0
Maharashtra,Thane,2016,January,0
Maharashtra,Thane,2016,February,0
Maharashtra,Thane,2016,March,1.4
Maharashtra,Thane,2016,April,0
Maharashtra,Thane,2016,May,0
Maharashtra,Thane,2016,June,380.4
Maharashtra,Thane,2016,July,1007.2
Maharashtra,Thane,2016,August,851.1
Maharashtra,Thane,2016,September,426.1
Maharashtra,Thane,2016,October,94.3
Maharashtra,Thane,2016,November,80.2
Maharashtra,Thane,2016,December,0
Maharashtra,Wardha,2020,January,66
Maharashtra,Wardha,2020,February,0
Maharashtra,Wardha,2020,March,0
Maharashtra,Wardha,2020,April,0
Maharashtra,Wardha,2020,May,20
Maharashtra,Wardha,2020,June,178
Maharashtra,Wardha,2020,July,235.7
Maharashtra,Wardha,2020,August,236.2
Maharashtra,Wardha,2020,September,90.5
Maharashtra,Wardha,2020,October,15.6
Maharashtra,Wardha,2020,November,16.7
Maharashtra,Wardha,2020,December,0
Maharashtra,Wardha,2019,January,88.7
Maharashtra,Wardha,2019,February,8.7
Maharashtra,Wardha,2019,March,26
Maharashtra,Wardha,2019,April,11.9
Maharashtra,Wardha,2019,May,1.6
Maharashtra,Wardha,2019,June,182.1
Maharashtra,Wardha,2019,July,323.5
Maharashtra,Wardha,2019,August,214.5
Maharashtra,Wardha,2019,September,228.4
Maharashtra,Wardha,2019,October,85
Maharashtra,Wardha,2019,November,0
Maharashtra,Wardha,2019,December,3.9
Maharashtra,Wardha,2018,January,0
Maharashtra,Wardha,2018,February,0
Maharashtra,Wardha,2018,March,80.6
Maharashtra,Wardha,2018,April,27.2
Maharashtra,Wardha,2018,May,52.4
Maharashtra,Wardha,2018,June,108.3
Maharashtra,Wardha,2018,July,357.8
Maharashtra,Wardha,2018,August,302.1
Maharashtra,Wardha,2018,September,115.3
Maharashtra,Wardha,2018,October,36
Maharashtra,Wardha,2018,November,17.3
Maharashtra,Wardha,2018,December,0
Maharashtra,Wardha,2017,January,0
Maharashtra,Wardha,2017,February,2.2
Maharashtra,Wardha,2017,March,7.8
Maharashtra,Wardha,2017,April,6.6
Maharashtra,Wardha,2017,May,6.6
Maharashtra,Wardha,2017,June,336
Maharashtra,Wardha,2017,July,413.3
Maharashtra,Wardha,2017,August,272.6
Maharashtra,Wardha,2017,September,257.9
Maharashtra,Wardha,2017,October,0.7
Maharashtra,Wardha,2017,November,11
Maharashtra,Wardha,2017,December,0
Maharashtra,Wardha,2014,January,0
Maharashtra,Wardha,2014,February,0
Maharashtra,Wardha,2014,March,28.5
Maharashtra,Wardha,2014,April,2.5
Maharashtra,Wardha,2014,May,2.8
Maharashtra,Wardha,2014,June,80
Maharashtra,Wardha,2014,July,322.9
Maharashtra,Wardha,2014,August,194.6
Maharashtra,Wardha,2014,September,167.1
Maharashtra,Wardha,2014,October,20.2
Maharashtra,Wardha,2014,November,0
Maharashtra,Wardha,2014,December,0
Maharashtra,Wardha,2015,January,0
Maharashtra,Wardha,2015,February,0
Maharashtra,Wardha,2015,March,0
Maharashtra,Wardha,2015,April,3.8
Maharashtra,Wardha,2015,May,19
Maharashtra,Wardha,2015,June,78.1
Maharashtra,Wardha,2015,July,290.8
Maharashtra,Wardha,2015,August,162.8
Maharashtra,Wardha,2015,September,87.1
Maharashtra,Wardha,2015,October,23.7
Maharashtra,Wardha,2015,November,70.5
Maharashtra,Wardha,2015,December,3.6
Maharashtra,Wardha,2016,January,11.2
Maharashtra,Wardha,2016,February,7.3
Maharashtra,Wardha,2016,March,19.8
Maharashtra,Wardha,2016,April,0
Maharashtra,Wardha,2016,May,0
Maharashtra,Wardha,2016,June,157.5
Maharashtra,Wardha,2016,July,427.8
Maharashtra,Wardha,2016,August,351.1
Maharashtra,Wardha,2016,September,227.6
Maharashtra,Wardha,2016,October,49.3
Maharashtra,Wardha,2016,November,62.3
Maharashtra,Wardha,2016,December,4.2
Maharashtra,Washim,2020,January,34.1
Maharashtra,Washim,2020,February,0
Maharashtra,Washim,2020,March,1.8
Maharashtra,Washim,2020,April,0
Maharashtra,Washim,2020,May,30
Maharashtra,Washim,2020,June,100.2
Maharashtra,Washim,2020,July,193.2
Maharashtra,Washim,2020,August,97.4
Maharashtra,Washim,2020,September,85.6
Maharashtra,Washim,2020,October,44
Maharashtra,Washim,2020,November,37.5
Maharashtra,Washim,2020,December,0
Maharashtra,Washim,2019,January,46.8
Maharashtra,Washim,2019,February,2.5
Maharashtra,Washim,2019,March,15.7
Maharashtra,Washim,2019,April,18.9
Maharashtra,Washim,2019,May,0
Maharashtra,Washim,2019,June,75.8
Maharashtra,Washim,2019,July,417.6
Maharashtra,Washim,2019,August,184.8
Maharashtra,Washim,2019,September,183.3
Maharashtra,Washim,2019,October,107.4
Maharashtra,Washim,2019,November,0
Maharashtra,Washim,2019,December,0
Maharashtra,Washim,2018,January,0
Maharashtra,Washim,2018,February,0
Maharashtra,Washim,2018,March,104.2
Maharashtra,Washim,2018,April,0
Maharashtra,Washim,2018,May,38.8
Maharashtra,Washim,2018,June,107.1
Maharashtra,Washim,2018,July,205.8
Maharashtra,Washim,2018,August,480.2
Maharashtra,Washim,2018,September,185.1
Maharashtra,Washim,2018,October,37.1
Maharashtra,Washim,2018,November,41.3
Maharashtra,Washim,2018,December,0
Maharashtra,Washim,2017,January,0
Maharashtra,Washim,2017,February,0
Maharashtra,Washim,2017,March,0
Maharashtra,Washim,2017,April,7
Maharashtra,Washim,2017,May,0
Maharashtra,Washim,2017,June,102.9
Maharashtra,Washim,2017,July,267.4
Maharashtra,Washim,2017,August,212.2
Maharashtra,Washim,2017,September,168.6
Maharashtra,Washim,2017,October,1
Maharashtra,Washim,2017,November,15.1
Maharashtra,Washim,2017,December,0
Maharashtra,Washim,2014,January,0
Maharashtra,Washim,2014,February,0
Maharashtra,Washim,2014,March,9.5
Maharashtra,Washim,2014,April,0
Maharashtra,Washim,2014,May,0
Maharashtra,Washim,2014,June,136.4
Maharashtra,Washim,2014,July,161
Maharashtra,Washim,2014,August,110.3
Maharashtra,Washim,2014,September,209.7
Maharashtra,Washim,2014,October,38.1
Maharashtra,Washim,2014,November,0
Maharashtra,Washim,2014,December,5.2
Maharashtra,Washim,2015,January,0
Maharashtra,Washim,2015,February,0
Maharashtra,Washim,2015,March,5
Maharashtra,Washim,2015,April,0
Maharashtra,Washim,2015,May,11.6
Maharashtra,Washim,2015,June,75.1
Maharashtra,Washim,2015,July,171.9
Maharashtra,Washim,2015,August,123.6
Maharashtra,Washim,2015,September,107.2
Maharashtra,Washim,2015,October,31.7
Maharashtra,Washim,2015,November,80.2
Maharashtra,Washim,2015,December,7.8
Maharashtra,Washim,2016,January,19.1
Maharashtra,Washim,2016,February,6
Maharashtra,Washim,2016,March,31.1
Maharashtra,Washim,2016,April,0
Maharashtra,Washim,2016,May,5
Maharashtra,Washim,2016,June,197
Maharashtra,Washim,2016,July,486.4
Maharashtra,Washim,2016,August,256.6
Maharashtra,Washim,2016,September,99.8
Maharashtra,Washim,2016,October,42.2
Maharashtra,Washim,2016,November,53.7
Maharashtra,Washim,2016,December,1
Maharashtra,Yeotmal,2020,January,36.7
Maharashtra,Yeotmal,2020,February,0
Maharashtra,Yeotmal,2020,March,0
Maharashtra,Yeotmal,2020,April,0
Maharashtra,Yeotmal,2020,May,69
Maharashtra,Yeotmal,2020,June,139.6
Maharashtra,Yeotmal,2020,July,233.1
Maharashtra,Yeotmal,2020,August,173.9
Maharashtra,Yeotmal,2020,September,73
Maharashtra,Yeotmal,2020,October,29.2
Maharashtra,Yeotmal,2020,November,35.7
Maharashtra,Yeotmal,2020,December,0
Maharashtra,Yeotmal,2019,January,81.8
Maharashtra,Yeotmal,2019,February,14
Maharashtra,Yeotmal,2019,March,18.8
Maharashtra,Yeotmal,2019,April,11
Maharashtra,Yeotmal,2019,May,13.8
Maharashtra,Yeotmal,2019,June,164.8
Maharashtra,Yeotmal,2019,July,488.1
Maharashtra,Yeotmal,2019,August,257.2
Maharashtra,Yeotmal,2019,September,164.8
Maharashtra,Yeotmal,2019,October,79.9
Maharashtra,Yeotmal,2019,November,0
Maharashtra,Yeotmal,2019,December,1.3
Maharashtra,Yeotmal,2018,January,0
Maharashtra,Yeotmal,2018,February,0
Maharashtra,Yeotmal,2018,March,57.6
Maharashtra,Yeotmal,2018,April,14
Maharashtra,Yeotmal,2018,May,27.9
Maharashtra,Yeotmal,2018,June,112
Maharashtra,Yeotmal,2018,July,351.7
Maharashtra,Yeotmal,2018,August,403.8
Maharashtra,Yeotmal,2018,September,205.3
Maharashtra,Yeotmal,2018,October,106.8
Maharashtra,Yeotmal,2018,November,10.9
Maharashtra,Yeotmal,2018,December,0
Maharashtra,Yeotmal,2017,January,0
Maharashtra,Yeotmal,2017,February,0
Maharashtra,Yeotmal,2017,March,4.6
Maharashtra,Yeotmal,2017,April,1
Maharashtra,Yeotmal,2017,May,14.4
Maharashtra,Yeotmal,2017,June,122
Maharashtra,Yeotmal,2017,July,250.4
Maharashtra,Yeotmal,2017,August,176
Maharashtra,Yeotmal,2017,September,216.1
Maharashtra,Yeotmal,2017,October,5.4
Maharashtra,Yeotmal,2017,November,6.2
Maharashtra,Yeotmal,2017,December,0
Maharashtra,Yeotmal,2014,January,0
Maharashtra,Yeotmal,2014,February,0
Maharashtra,Yeotmal,2014,March,72.4
Maharashtra,Yeotmal,2014,April,7.2
Maharashtra,Yeotmal,2014,May,5.2
Maharashtra,Yeotmal,2014,June,83.4
Maharashtra,Yeotmal,2014,July,178.1
Maharashtra,Yeotmal,2014,August,196.5
Maharashtra,Yeotmal,2014,September,130.6
Maharashtra,Yeotmal,2014,October,31.1
Maharashtra,Yeotmal,2014,November,0
Maharashtra,Yeotmal,2014,December,0
Maharashtra,Yeotmal,2015,January,0
Maharashtra,Yeotmal,2015,February,0
Maharashtra,Yeotmal,2015,March,1.2
Maharashtra,Yeotmal,2015,April,0
Maharashtra,Yeotmal,2015,May,10.2
Maharashtra,Yeotmal,2015,June,99.4
Maharashtra,Yeotmal,2015,July,142.3
Maharashtra,Yeotmal,2015,August,128.1
Maharashtra,Yeotmal,2015,September,108.3
Maharashtra,Yeotmal,2015,October,10
Maharashtra,Yeotmal,2015,November,70.1
Maharashtra,Yeotmal,2015,December,0.4
Maharashtra,Yeotmal,2016,January,25.3
Maharashtra,Yeotmal,2016,February,15
Maharashtra,Yeotmal,2016,March,10.3
Maharashtra,Yeotmal,2016,April,0
Maharashtra,Yeotmal,2016,May,0
Maharashtra,Yeotmal,2016,June,120.7
Maharashtra,Yeotmal,2016,July,391.8
Maharashtra,Yeotmal,2016,August,367.4
Maharashtra,Yeotmal,2016,September,132.5
Maharashtra,Yeotmal,2016,October,57.5
Maharashtra,Yeotmal,2016,November,81.2
Maharashtra,Yeotmal,2016,December,0
Maharashtra,Ahmednagar,2020,January,0
Maharashtra,Ahmednagar,2020,February,0
Maharashtra,Ahmednagar,2020,March,0
Maharashtra,Ahmednagar,2020,April,0
Maharashtra,Ahmednagar,2020,May,17.1
Maharashtra,Ahmednagar,2020,June,123.6
Maharashtra,Ahmednagar,2020,July,103.5
Maharashtra,Ahmednagar,2020,August,99.7
Maharashtra,Ahmednagar,2020,September,262
Maharashtra,Ahmednagar,2020,October,60.2
Maharashtra,Ahmednagar,2020,November,12.2
Maharashtra,Ahmednagar,2020,December,0
Maharashtra,Ahmednagar,2019,January,0.8
Maharashtra,Ahmednagar,2019,February,0
Maharashtra,Ahmednagar,2019,March,0.1
Maharashtra,Ahmednagar,2019,April,1.8
Maharashtra,Ahmednagar,2019,May,0.7
Maharashtra,Ahmednagar,2019,June,82.7
Maharashtra,Ahmednagar,2019,July,146.9
Maharashtra,Ahmednagar,2019,August,79.6
Maharashtra,Ahmednagar,2019,September,214
Maharashtra,Ahmednagar,2019,October,114.9
Maharashtra,Ahmednagar,2019,November,0
Maharashtra,Ahmednagar,2019,December,0
Maharashtra,Ahmednagar,2018,January,0
Maharashtra,Ahmednagar,2018,February,0
Maharashtra,Ahmednagar,2018,March,0
Maharashtra,Ahmednagar,2018,April,0
Maharashtra,Ahmednagar,2018,May,8.1
Maharashtra,Ahmednagar,2018,June,166.1
Maharashtra,Ahmednagar,2018,July,124.3
Maharashtra,Ahmednagar,2018,August,176.2
Maharashtra,Ahmednagar,2018,September,225.9
Maharashtra,Ahmednagar,2018,October,71.2
Maharashtra,Ahmednagar,2018,November,0
Maharashtra,Ahmednagar,2018,December,0
Maharashtra,Ahmednagar,2017,January,0
Maharashtra,Ahmednagar,2017,February,0
Maharashtra,Ahmednagar,2017,March,0
Maharashtra,Ahmednagar,2017,April,0
Maharashtra,Ahmednagar,2017,May,0
Maharashtra,Ahmednagar,2017,June,205.2
Maharashtra,Ahmednagar,2017,July,101.8
Maharashtra,Ahmednagar,2017,August,126.4
Maharashtra,Ahmednagar,2017,September,157.8
Maharashtra,Ahmednagar,2017,October,0
Maharashtra,Ahmednagar,2017,November,0
Maharashtra,Ahmednagar,2017,December,0
Maharashtra,Ahmednagar,2014,January,0
Maharashtra,Ahmednagar,2014,February,0
Maharashtra,Ahmednagar,2014,March,51.9
Maharashtra,Ahmednagar,2014,April,4.5
Maharashtra,Ahmednagar,2014,May,0
Maharashtra,Ahmednagar,2014,June,37.7
Maharashtra,Ahmednagar,2014,July,65.2
Maharashtra,Ahmednagar,2014,August,108.4
Maharashtra,Ahmednagar,2014,September,327.3
Maharashtra,Ahmednagar,2014,October,53
Maharashtra,Ahmednagar,2014,November,0.9
Maharashtra,Ahmednagar,2014,December,0
Maharashtra,Ahmednagar,2015,January,0
Maharashtra,Ahmednagar,2015,February,0
Maharashtra,Ahmednagar,2015,March,0
Maharashtra,Ahmednagar,2015,April,0
Maharashtra,Ahmednagar,2015,May,0
Maharashtra,Ahmednagar,2015,June,75.6
Maharashtra,Ahmednagar,2015,July,122
Maharashtra,Ahmednagar,2015,August,127.3
Maharashtra,Ahmednagar,2015,September,123
Maharashtra,Ahmednagar,2015,October,73.4
Maharashtra,Ahmednagar,2015,November,127.6
Maharashtra,Ahmednagar,2015,December,2.9
Maharashtra,Ahmednagar,2016,January,0
Maharashtra,Ahmednagar,2016,February,0
Maharashtra,Ahmednagar,2016,March,0
Maharashtra,Ahmednagar,2016,April,0
Maharashtra,Ahmednagar,2016,May,2.5
Maharashtra,Ahmednagar,2016,June,173.7
Maharashtra,Ahmednagar,2016,July,165
Maharashtra,Ahmednagar,2016,August,196.4
Maharashtra,Ahmednagar,2016,September,171.2
Maharashtra,Ahmednagar,2016,October,60.6
Maharashtra,Ahmednagar,2016,November,74.7
Maharashtra,Ahmednagar,2016,December,0
